Smiles,average,std,number_of_actives_higher_than_0.5
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=C(C=C2)[C@@H](O)C2=NC=CS2)=CC(OC)=C1CNCCNC(C)=O,0.6231426637247205,0.17704014429929762,79
CC1=C(C=O)C(OCC2=CC(=CC=C2)C#N)=CC(OCC2=C(C)C(=CC=C2)C2=CC3=C(OCCO3)C=C2)=C1,0.7178612315654754,0.1372587829163921,92
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCC[C@@H](C1)C(O)=O,0.5279735772311688,0.12594253896126376,62
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCCC[C@@H]1C(=O)NCCOCCOCCNC(=O)OC(C)(C)C,0.4108776922523976,0.1277750850468598,28
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCCC[C@@H]1C(=O)NCCOCCOCCN,0.4613303568959236,0.11475132600816212,40
FC1=CC=C(\C=C2/CCNC2=O)C=C1,0.3849864587560296,0.1937842105836046,31
CC1=CC(OCC2=C(C)C(=CC=C2)C2=CC3=C(OCCO3)C=C2)=CC(OCC2=CC=CC(=C2)C#N)=C1CN[C@H](CO)C(=O)NCCOCCOCCNC(=O)OC(C)(C)C,0.5629690150916576,0.14145776893459655,71
COC1=CC(OCC2=CC=CC(=C2C)C2=CC=CC=C2)=CC(OC)=C1CN[C@H](CC(F)(F)F)C1=CC=CC=C1,0.5786384473741054,0.1406010833118281,69
CC1=C(C=CC=C1Br)C1=NN=C(O1)[C@@H](N1CCCCC1)C1=CC=C(F)C=C1,0.2160453169327229,0.12927752089721062,3
CC[C@H](N(C)C1=CC=CC=C1)C1=NN=C(O1)[C@H](COC(C)(C)C)NC(=O)OC(C)(C)C,0.21426330047659572,0.1523166126458038,6
BrC1=CC=CC=C1S(=O)(=O)N1CCC(=O)CC1,0.09921374427620322,0.12041445449839963,2
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCCC[C@@H]1C(=O)NCCOCCOCCNC(=O)C1=CC=C(C=C1)N1N=C2C(C1=O)=C(C)NC1=CC=CC=C21,0.34408521588891744,0.12935034518595548,15
COC1=CC(OCC2=C(C)C(=CC=C2)C2=CC=CC=C2)=CC(OC)=C1CN1CCCC[C@@H]1C(=O)NCCOCCOCCNC(=O)C1=CC=C(C=C1Cl)N1N=C2C(C1=O)=C(C)NC1=CC=CC=C21,0.386398056820035,0.12742960028308875,18
BrC1=CC=CC=C1S(=O)(=O)N1CCC(=O)C=C1,0.16310988273471594,0.1395260472059825,4
CC(=C)C(=O)N1CCC[C@H]1C(O)=O,0.24426906391512604,0.18436158793333293,12
BrC1=CC=CC=C1S(=O)(=O)N1CCCCC1,0.1225459618959576,0.13340176068128173,3
O=C(N1CCC(=O)CC1)C1=CC=CC=N1,0.10225899231620134,0.103187428798759,1
OC1=CC=CC=C1C1=CN=CN=C1,0.5383347692713142,0.1951834153689292,61
OCCOCCOCCN1C=CC2=C1C=CC=C2,0.4330529150739312,0.20354558031062475,41
CC1=C(NCC2=CC=C(F)C=C2)C=CC=C1Br,0.29270319376140835,0.19344921114444527,19
CNC1=C(C)C(Br)=CC=C1,0.3066513106226921,0.22081971585617044,22
O=S1(=O)OC2=CC=CC=C2C=N1,0.3053849440999329,0.16774853314324467,16
CNC1=C(C#N)C(Br)=CC=C1,0.4295767344161868,0.21364758523786084,38
OCCCCN1CCC2=C1C=CC=C2,0.11680426059290765,0.12173390574698754,2
CCCCNC1=C(C#N)C(Br)=CC=C1,0.16101412957534195,0.13332433973599564,2
CCCCNC1=C(C#N)C(=CC=C1)C1=CC=CC=C1,0.19702171875163912,0.133618436028639,4
CC[C@@H](N(C)C1=C(C)C(=CC=C1)C1=CC=C2OCCOC2=C1)C1=NN=C(O1)C1=C(C)C(Br)=CC=C1,0.5506861864030361,0.1551485340074932,60
CC[C@@H](N(C)C1=C(C)C(=CC=C1)C1=CC=C2OCCOC2=C1)C1=NN=C(O1)C1=CC=CC=C1,0.5106764507293701,0.1558127698900677,52
CN(C(=O)C(C)=C)C1=C(C)C(Br)=CC=C1,0.3981962334737182,0.20246409000073312,34
CN(C(=O)C(C)=C)C1=C(C)C(=CC=C1)C1=CC=CC=C1,0.416090023368597,0.14700119751263016,32
CC1=NS(=O)(=O)OC2=CC=CC=C12,0.40696972515434027,0.1979542978131304,30
O=S1(=O)N=C(C2=CC=CC=C2)C2=CC=CC=C2N1CC1=CC=CC=C1,0.22328788492595775,0.19197828225353292,13
CC1=C(C=CC=C1C1=NN=C(O1)[C@@H](N1CCCCC1)C1=CC=C(F)C=C1)C1=CC=CC=C1,0.279813922829926,0.14282886374050932,7
CC1=C(C=CC=C1C1=NN=C(O1)[C@@H](N1CCCCC1)C1=CC=C(F)C=C1)C1=CC2=C(OCCO2)C=C1,0.4919846281409264,0.1743843042896074,53
CC1=C(C=CC=C1C1=CC=C2OCCOC2=C1)C1=NN=C(O1)[C@H](N)CO,0.7390699833631516,0.12760257824343849,96
CC[C@H](N(C)C1=C(C)C(=CC=C1)C1=CC=C2OCCOC2=C1)C1=NN=C(O1)C1=CC=CC=C1,0.5109112454950809,0.15650306565478886,52
CC[C@H](N(C)C1=C(C)C(=CC=C1)C1=CC=CC=C1)C1=NN=C(O1)C1=CC=CC=C1,0.2823422962985933,0.14740996369668052,9
CCN(CC)C1=CC=C2[C@H](NS(=O)(=O)OC2=C1)C1=NN=C(O1)C1=CC=CC=C1,0.3876421797275543,0.1916619667521623,29
COC1=CC=C2[C@H](NS(=O)(=O)OC2=C1)C1=NN=C(O1)C1=CC=CC=C1,0.6155305725336074,0.17141404733415067,73
O=S1(=O)N[C@H](C2=NN=C(O2)C2=CC=CC=C2)C2=C3C=CC=CC3=CC=C2O1,0.3514160043001175,0.18658311871534566,26
COC1=CC=C2[C@H](NS(=O)(=O)OC2=C1)C1=NN=C(O1)C1=CN=C(C=C1)C(F)(F)F,0.7657166782021523,0.11575771998857425,99
COC1=CC=C2[C@H](NS(=O)(=O)OC2=C1)C1=NN=C(O1)C1=CC=C(C)C=C1,0.6523520689457655,0.1760729935816718,81
OC1=CC=C(C=C1)C1=NN=C(O1)[C@H]1NS(=O)(=O)OC2=CC=CC=C12,0.6102608264982701,0.1923360212912464,74
CC1=CC=C(C=C1)S(=O)(=O)N[C@H](C1=NN=C(O1)C1=CC=CC=C1)C1=CC=C(Br)C=C1,0.39144041791558265,0.18366599217881885,30
CC1=CC=C(C=C1)S(=O)(=O)N[C@H](C1=NN=C(O1)C1=CC(C)=C(Br)C=C1)C1=CC=C(Br)C=C1,0.4559471443295479,0.2058436089803779,43
COC1=CC(=CC(OC)=C1OC)[C@H](NS(=O)(=O)C1=CC=C(C)C=C1)C1=NN=C(O1)C1=CC=CC=C1,0.4941667350754142,0.21684165053049245,54
CC1=CC=C(C=C1)S(=O)(=O)N[C@H](C1=NN=C(O1)C1=CC=CC=C1)C1=CC=C(O)C(=C1)[N@@H](O)=O,0.48586973503232,0.14488278754339098,45
ClC1=CC=C(C=C1)S(=O)(=O)N[C@H](C1=NN=C(O1)C1=CC=CC=C1)C1=CC=C(C=C1)C#N,0.4220975156873464,0.2044713304053763,38
COC1=CC(=CC(OC)=C1OC)[C@@H](NS(=O)(=O)C1=CC=C(Cl)C=C1)C1=NN=C(O1)C1=CC=CC=C1,0.5405156327039004,0.19030672338885166,62
O=C1CCC2C(C[C@@H](C)[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])CC[C@]4(C#C)O)=C1,0.18208382097072895,0.15140268550236233,5
